"","M.C.193","M.C.216","M.C.218","M.C.226","M.C.306","M.C.329","M.C.334","M.C.337","M.C.339","M.C.358","M.C.360","M.C.363","M.C.373","M.C.482","M.C.488","M.T.18","M.T.20","M.T.22","M.T.235","M.T.245","M.T.29","M.T.31","M.T.32","M.T.399","M.T.43","M.T.44","M.T.500","M.T.7","M.T.83","M.T.8"
"LOC132730403",7.24809589654425,9.61362932399224,7.5770102986508,9.99887202033499,8.73521302852294,10.1840946401302,9.36338625105338,9.07546520804511,7.93194351568998,9.06531517252896,8.72385649989253,9.11515844912518,8.36122972098318,8.31489614844031,9.76791451419026,6.83804079282861,8.16910041511624,7.65849455498724,7.79555940047944,7.53380650252728,7.77043148651817,6.2370685327417,7.54161083247675,8.38749230892918,8.6418327089543,8.22966264104467,8.32625025879184,6.8435210298491,8.11064200845067,8.73191449892528
"LOC132758583",9.45293783884785,10.3051050454332,11.1894588213366,9.10099468424546,9.88415715645917,11.3995635213936,10.1829135777041,11.5013944231451,9.23435697504204,10.2525221303299,10.3010716194713,10.3798517038176,8.77887502517281,10.2823149818171,10.9643640239143,8.59011659172492,8.68685913514113,9.33292231535743,9.87585017935458,9.93840435365856,9.29941209895604,9.15987412506838,8.5630887882318,10.1604882771492,9.14341566440552,8.81999988688569,9.92440647074087,8.95165692936212,9.49627886757817,9.38834840075965
"LOC132755646",4.05782091428591,4.42625837079495,3.47448702896128,4.18514812629599,5.29585266177374,4.25865369901668,4.03472794385194,3.78683192744079,4.79752659944989,5.23009357583218,3.2672176714129,4.75112976298344,4.0680031828056,4.43279344139471,4.70593976988204,5.32037115563929,4.58381274233492,5.09552388359081,3.17343589100039,6.40561516534841,4.51937689190304,5.31764408613801,6.66508954872767,6.47940617892739,5.29543095963242,5.05626186669637,5.54082221898766,5.55525479287635,6.48259787578256,4.93017590836039
"LOC132759372",5.74113994582565,6.37503281669562,6.25367694840596,6.72066173471132,5.33238538823274,5.89027377198114,6.32194732940617,6.23674321789356,5.71986259590019,4.78500463306525,6.78511159103645,6.38022417076646,6.31942253888711,6.46330423980028,7.20193534066581,5.00744151959683,4.98373124162897,4.97019130734153,5.40107178925064,5.92697927493662,5.16567114168046,5.60787991208332,5.01336757974898,5.62755654525452,5.48347672341949,6.35961899328298,4.28083608680145,4.51094626624461,5.37600850792124,5.53500652585321
"LOC132752133",5.76576581085496,6.27249358318002,7.17854897783705,5.93471197400108,5.43674068743548,5.82581631098345,6.12393903087845,6.7144970666278,6.65219426677003,6.23214979046188,7.61886416282954,7.28031805467425,5.56041298091419,5.51821679990737,4.64431984398843,4.88598236547629,3.37331148156434,5.01319004205134,5.89349523216449,4.8342562264397,4.94996208246053,4.7898090625435,4.43233883017159,5.7485450295947,5.24432348837883,6.14524036212439,6.24485149976426,4.03038610933582,5.24197484734744,4.63327648759653
"LOC132722176",8.6395318428401,8.76080565623754,8.9626129697809,7.60041450805275,8.14511273087105,9.29802446331181,8.67354648673975,8.49610829092668,7.84449636812946,8.4591843703164,9.59915336889145,8.46707682066436,7.85064954611469,9.1281390997895,8.9899410308386,8.35478659709088,6.5112978073172,7.9460860115812,7.67938289357199,7.88006057187981,7.87828603488822,7.80206017831835,7.03489018992228,7.03061619769936,8.41220752143528,7.81482981901074,8.50915959131953,8.03226415812532,8.07165916113982,7.76569626272086
"LOC132752300",8.5395406667533,10.284174784412,9.01996010766101,9.10965421518198,8.88721864793739,10.5385098239208,9.6049216139601,9.68570329751227,8.81399215574529,9.55804632936137,9.73194100747651,9.79482024055833,8.62682573322078,9.55961940558251,10.6805224705621,8.40354929343618,8.52960716575613,9.16671948582292,9.05106560760338,9.03016006185041,8.59554855343275,8.68661231138949,8.34655628700785,9.32240648627198,8.74425136647388,8.62979758119813,8.68293421781847,7.88235502811057,9.42460887333247,8.86770912199868
"LOC132734395",8.38121067997258,9.93896025443349,9.1766751324705,8.61869989386208,9.64733563242335,9.98449338052788,9.86352192670844,9.04519397799388,8.53369418578416,8.7537127521837,8.81572989571879,9.219791034437,9.15463360010142,9.29881872693685,9.72762933315152,8.4471434880405,7.85055446869773,8.36658521081217,9.07578721803939,9.1686133591936,8.66097112769792,8.47770593825267,8.26392536900775,8.63670028295157,8.63688742215072,8.13435671930199,8.8516225685527,8.72818134293943,8.67935062988517,8.59897630254438
"LOC132759052",6.82454469051101,7.67045288681639,7.75268915287698,6.55808063589353,6.72486819018625,6.45650086699102,3.94146602784668,7.07278668054533,5.39822533580014,7.20097323651387,6.64011846500921,7.36168293258353,6.19183212565315,7.09488291298853,7.12507083107917,5.83973323887097,5.02202676850865,6.22819173499876,5.65184279642253,5.80874551922625,6.12497003569912,4.46643427513387,6.74480784010104,5.35009352931983,4.85900579828908,4.93809214995363,6.28553819402933,4.56115202913649,6.66389428304776,5.34679963212033
"LOC132732296",7.75806683378818,8.50448130351276,8.22865543738334,7.93651485506851,8.65815621603741,7.85586438654998,8.10296651534683,8.01928765788159,8.09743419817624,7.8534316346455,6.52469108497705,7.42929733642613,8.69508181085868,8.0505715848693,8.29050027406114,9.47697276235927,9.24356244415379,8.6616921649892,9.51145524129596,7.88006057187981,9.03729188392606,8.25448918592299,8.76777333186516,9.04375530478582,8.90096867189511,8.35793447534648,7.86484645261117,8.34325988689403,9.05155094733188,8.96913927597085
"LOC132729677",8.79117313445345,9.95725661101791,9.38987606806447,8.87178608567915,9.22745233554817,9.43126347015418,9.272967274261,9.82457603838027,8.13722911404584,9.40390008119423,9.35491343315273,9.65252724232552,9.07248806262798,9.13125962006269,9.72762933315152,8.8202869017771,8.39016674963452,8.31166776966403,8.88614712488401,8.49204484473845,8.99281247359028,8.78798789681583,8.35746617227471,8.8409941366937,9.02538822185723,8.73099552346592,8.98112177418078,8.85434417014982,9.17162765617655,8.37579716149837
"LOC132728236",7.70174985842754,7.03157969891438,6.82519099770827,6.79126103919072,7.40297825703175,6.90950269031834,7.21667073340651,7.33116926830359,7.71898973959408,6.91364395465176,7.23409758910895,6.214897484094,7.21512594108774,7.06907957592303,6.64826361109514,7.6003059081701,7.56302664689779,7.63115113228887,7.60490365552814,8.00630251373909,7.87828603488822,7.86528472748909,7.52235014237255,7.29975228815337,7.50323242545073,7.82596407928753,7.60840487411296,7.98706870653708,7.41346078848765,7.2993356792356
"LOC132740341",6.03251507677308,7.11691485421094,8.56039932783618,7.11402873495373,9.16805265792783,8.70378346347428,7.81820728530043,7.61053932495238,6.52296840466252,7.12291240010368,6.84648959907508,8.21127435281414,6.77020109413821,7.80695434284618,7.56826369125144,7.30887449248793,6.07444573242135,6.35059475685588,7.39501577513334,6.95737018280173,6.56552615317499,6.80851002271444,6.19926601236445,6.50710958230949,7.33633623002972,6.51904047967579,6.5588264593537,6.05309521194727,6.76510149809647,7.24643794612277
"LOC132745166",5.31016832819786,5.22667326322869,4.74687427144112,4.70737121648096,6.01055747722451,5.36356016845028,5.2454790666736,4.49849359846243,5.4306145014113,4.72587748158884,5.58418069580008,5.07442203776411,6.37922149105535,4.85136060260292,4.82180504162031,6.48062391542965,6.21331541362103,6.87824618995938,6.7796410031024,5.00528681334729,7.58810415981451,4.39205274389477,5.50703140099785,5.11826833889251,6.41043984355123,5.66440373464332,7.96843891440087,5.3130686164518,6.99083120355832,5.76302565628581
"LOC132746437",6.95875621497265,7.15199644520364,7.31718183173584,7.40038637875088,7.58809732115364,7.58111601550974,7.4880159655654,6.50169030971852,7.15693722342077,7.48572872206587,6.83442112262033,7.28031805467425,7.04093895155307,7.52320437939439,7.82587332252183,6.30220409006433,5.29651129492512,6.46342001626307,6.68640379313905,6.87150040594742,6.72358621261318,6.35923102353314,6.29316946460723,7.12303578807219,7.40775273771406,6.14524036212439,6.80258460744161,5.90544890956395,6.90472964113191,6.97450047623593
