"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"LOC132750750" 34.5006889126331 0.0136749309383372 0.370456110852595 0.0369137680219789 0.970553761935611 0.995933026298299
"LOC132751655" 1684.52227952304 -0.594747947090698 0.234234886412571 -2.53910916601524 0.0111135139745415 0.25717224010639
"LOC132753198" 591.772776365203 0.255109762863405 0.187425619003311 1.36112535852902 0.173474077113621 0.662592727507321
"LOC132755019" 162.57848170381 -0.0851509800046049 0.12225247506226 -0.696517432152107 0.486104844186697 0.871500149807459
"LOC132712990" 11.6642519350013 -0.739075926071989 0.449050568142571 -1.64586346951762 0.0997918714190501 0.56170223795908
"LOC132715378" 56.341755188379 0.602067811586044 0.459648200025466 1.3098448151275 0.190248338963899 0.680796977183099
"LOC132713857" 104.659297232398 0.688418074189271 0.254206309126133 2.70810774349306 0.0067668050402981 0.210541662973649
"LOC132722257" 443.227530607183 -0.110579209798747 0.209976007781597 -0.526627832231974 0.598452060362913 0.913177538751922
"LOC132723126" 684.195131519048 -0.115785078015794 0.168678870169329 -0.686423129936561 0.49244632294889 0.873140237589192
"LOC132724356" 901.364570841026 -0.00210470449559983 0.155588268040669 -0.0135273984478681 0.989207026800231 0.998696625527473
"LOC132725203" 4517.6326624925 0.0562799818879216 0.2170009983627 0.259353562023038 0.795362456222192 0.963107782760543
"LOC132726113" 41.4822213646331 0.16663158203928 0.381903761807774 0.436318252667938 0.662605840617483 0.929983641213425
"LOC132736783" 33.3044124514469 0.0965081574619956 0.254892267342783 0.378623323759798 0.704967599631116 0.940898225851223
"LOC132736883" 31.9950811993311 -0.0724992537515504 0.247768005643662 -0.292609425350174 0.769820708569217 0.956996009272372
"LOC132737219" 94.8745472088751 -0.0124975233378222 0.25958007793952 -0.0481451559650662 0.961600558653635 0.994709046824772
"LOC132737376" 101.869907604711 -0.304339303118743 0.424867657344462 -0.716315534632469 0.473796536694668 0.86504079169592
"LOC132737931" 37.2160744558607 -0.119261432246845 0.288647909687127 -0.413172686322639 0.679480098182277 0.932692234548446
"LOC132738013" 179.223175126637 -0.0835211215417908 0.224179024028558 -0.372564390909077 0.709472679626967 0.941752644735672
