"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"LOC132713118" 1064.20221850826 -0.619252571078574 0.163024552897991 -3.79852335166998 0.000145560716979655 0.047071285719101
"LOC132713474" 230.874426951374 -1.03092217855227 0.274090879784696 -3.76124218128701 0.000169071631881828 0.0480890218008841
"LOC132715395" 81.4122693622883 1.19676017508557 0.27969501624204 4.27880407439912 1.87900166378896e-05 0.0142381351073609
"LOC132717148" 151.276855203886 -0.874805565095653 0.233732024569922 -3.74277152095583 0.000182001702523505 0.0480890218008841
"LOC132720785" 62.4577601530176 1.45538995561075 0.329278279501275 4.419939140277 9.87287017814837e-06 0.00940642041879515
"LOC132720882" 101.887562683926 0.924554186242007 0.246538731143234 3.7501376840658 0.000176737501848793 0.0480890218008841
"LOC132722155" 357.717212083836 -0.87688094888185 0.230264778681986 -3.80814188735696 0.00014001493096574 0.047071285719101
"LOC132722184" 177.943208831158 -0.746913858029818 0.189181875480329 -3.94812587692884 7.87653886148434e-05 0.0397896488152651
"LOC132723766" 95.3734573227872 1.65184205940264 0.362715259917928 4.55410136252993 5.2609985791692e-06 0.00753311421895064
"LOC132725056" 108.269260734883 -1.11789596310837 0.249694546294912 -4.47705398334186 7.56801179699042e-06 0.00917545750267118
"LOC132727157" 124.790312295968 -1.05051640358681 0.262582689833387 -4.00070699349365 6.31535168068719e-05 0.0332901407724572
"LOC132728236" 179.53958170679 0.560390820649026 0.131996863097731 4.24548589638915 2.18120229274376e-05 0.0155558215277796
"LOC132729677" 651.512189406939 -0.541610557034656 0.139737982583346 -3.87590078961972 0.000106230964439692 0.0459980076023867
"LOC132729883" 33.807557906743 1.84944766602377 0.452621666865946 4.08607850974029 4.38725379948858e-05 0.0265955325324998
"LOC132730403" 637.2207481916 -1.19728575335795 0.263646485155741 -4.54125437193178 5.59205113580961e-06 0.00753311421895064
"LOC132730855" 52.1731323176173 -1.39774355546974 0.365501230580756 -3.82418289877937 0.000131206491541725 0.047071285719101
"LOC132731011" 92.9706658255938 -1.05469088038214 0.221452411178669 -4.76260734651116 1.91107476328252e-06 0.00579246760750932
"LOC132731012" 85.4889921259933 -0.93444618618108 0.201309477673693 -4.64183900817499 3.45321879448438e-06 0.00753311421895064
"LOC132732296" 654.873693080734 0.697550258484778 0.178661999961526 3.90430118679401 9.44980380021287e-05 0.0435993378825127
"LOC132732829" 221.228803227929 -1.00802741092747 0.268119817152911 -3.75961546457637 0.000170174723284885 0.0480890218008841
"LOC132732878" 175.550808810041 -0.498038043220942 0.131791931772596 -3.77897217623531 0.000157477016993482 0.0478829759879336
"LOC132733016" 23.2718868826658 2.19376096595472 0.528932720534091 4.14752364674957 3.36090766219698e-05 0.0214461286823559
"LOC132737163" 27.8616413662203 1.42095980403503 0.373245042485161 3.80704267248646 0.000140638485714907 0.047071285719101
"LOC132737737" 3522.60488978509 -1.0144415303327 0.26576374214996 -3.81708024625981 0.000135040259073321 0.047071285719101
"LOC132741452" 3973.583533813 -0.614547810816216 0.157008051623035 -3.91411653391955 9.07358094081093e-05 0.0435993378825127
"LOC132741641" 55.9489305020698 3.54994839148278 0.781687181665724 4.54139261170699 5.58838497837764e-06 0.00753311421895064
"LOC132742068" 68.1803000549294 -1.49340824684901 0.343469072013438 -4.34801374718996 1.37375995395056e-05 0.0118967612012119
"LOC132745166" 68.5447053034062 1.1500606022464 0.298709470142422 3.85009756034203 0.000118070784889466 0.047071285719101
"LOC132745762" 194.308462821567 1.03158608650506 0.276440092894173 3.73168043645527 0.000190206696301498 0.0483503376208595
"LOC132745822" 301.203554145315 -1.23420785867673 0.271457177125228 -4.54660242085761 5.45188452512122e-06 0.00753311421895064
"LOC132746012" 675.013468349586 -0.376723319803152 0.0935907691743674 -4.02521875956896 5.69223741433135e-05 0.0313694029142515
"LOC132746399" 111.575789849726 -1.34462019430879 0.253789496422902 -5.29817117438218 1.16968288952755e-07 0.0014181235352632
"LOC132746437" 157.617392946071 -0.631967762605413 0.162137036116162 -3.89773846706217 9.70951932388521e-05 0.0435993378825127
"LOC132746792" 84.1093089255687 -1.09799527280417 0.216221296548172 -5.07810881875618 3.81210348910952e-07 0.00231089713509819
"LOC132747103" 84.1607943008413 1.47002990326604 0.386456090698711 3.80387303667082 0.000142451211235102 0.047071285719101
"LOC132747234" 133.466509053986 -1.15536033165681 0.305797965077003 -3.7781818834729 0.000157977485938415 0.0478829759879336
"LOC132749309" 119.383445117869 -1.3230293747428 0.306861576138251 -4.31148595204613 1.62161078588043e-05 0.0131069394453429
"LOC132752133" 65.823857617885 -1.21125302677995 0.319155361520941 -3.79518307637916 0.000147534547783391 0.047071285719101
"LOC132752300" 725.551634974523 -0.775227046851989 0.207052874283484 -3.74410183647388 0.000181040219194016 0.0480890218008841
"LOC132757649" 375.680317549199 -1.26578231724598 0.314072224926748 -4.03022686116612 5.57230463393208e-05 0.0313694029142515
"LOC132758254" 401.175360310328 -0.682398858153359 0.162768929107484 -4.19243931808841 2.75970914463864e-05 0.0185881742608883
"LOC132758583" 1481.26307043342 -1.04004399499673 0.235553479084093 -4.41532003280424 1.00860661039539e-05 0.00940642041879515
"LOC132758975" 88.8585080265999 -0.87776953415399 0.22835283387067 -3.84391784973917 0.000121085553812992 0.047071285719101
"LOC132759052" 136.791974558403 -1.13948058052997 0.30449927823629 -3.74214542356234 0.000182455872883592 0.0480890218008841
"LOC132759372" 133.107178543439 -0.86886625619526 0.174823137931076 -4.96997289076124 6.69622633469041e-07 0.00270616826939288
"LOC132759609" 26.5973231435926 2.1124787514721 0.474547575571426 4.45156367921247 8.52472447175851e-06 0.00939579631778184
"LOC132759803" 1278.92076099619 -0.742672472741893 0.192328411151331 -3.86148083008667 0.000112701856427253 0.047071285719101
"LOC132760592" 420.936190413842 -0.700063683788514 0.187680894967164 -3.73007430463817 0.000191423309617392 0.0483503376208595
