"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"LOC132742068" 68.0492010706692 -1.48453004918568 0.336528529530155 -4.41130519085058 1.02749373401442e-05 0.0100144676785716
"LOC132739257" 7.75996085864448 5.37667062211625 1.10395476687011 4.87037221403552 1.11388219364364e-06 0.00299945115547018
"LOC132727777" 27.0503605127884 1.80222711443768 0.405006520756765 4.44987184668081 8.59215443148835e-06 0.00881509822805275
"LOC132728236" 169.997079347771 0.527384286397079 0.129621691993128 4.06864220245665 4.72878975262707e-05 0.0267386547625512
"LOC132731948" 3.14726457738476 3.60246083688776 0.76116505377471 4.73282479144664 2.21416605142478e-06 0.00359672823670193
"LOC132739594" 11.2079546166912 4.12036886904459 0.886584857467044 4.64746136181076 3.3604501217892e-06 0.00436701694826913
"LOC132740341" 163.843954885787 -1.00961303510955 0.256539675359055 -3.93550445441425 8.30221242720445e-05 0.0328114709886455
"LOC132740831" 3.21877830141462 2.88975207844873 0.735780228947524 3.92746633404692 8.58454327410312e-05 0.0328114709886455
"LOC132741452" 3020.53903848456 -0.647583817903706 0.141584148552012 -4.57384406747914 4.78856280568677e-06 0.00549079145713248
"LOC132741637" 147.140425711603 -1.02935834717332 0.26669647706369 -3.85966233415037 0.000113543809602713 0.0375137200099267
"LOC132741641" 20.3093406557458 3.34229409959363 0.725757319654644 4.60525028005792 4.11970083955432e-06 0.00501908302908952
"LOC132742094" 15.7210118061738 1.87632925274795 0.471708740695014 3.97772839651724 6.95767802818975e-05 0.0301391150674451
"LOC132743875" 120.999709714679 -0.781148997737937 0.205140183110766 -3.80787901176901 0.000140163815794227 0.0425136230189044
"LOC132745166" 62.7389259864658 1.19281033471892 0.297165886383998 4.01395445901743 5.97098717675726e-05 0.0270680123340766
"LOC132745195" 14.3281272830066 -1.7040123909495 0.43673236977621 -3.90173137801228 9.55071101918998e-05 0.0344762981290871
"LOC132745822" 225.660280860098 -1.29963091707449 0.278432027684649 -4.66767752216512 3.04623517375746e-06 0.00424144730300387
"LOC132746012" 540.721225274829 -0.390154178261244 0.0987045426022983 -3.95274794832147 7.72588058969301e-05 0.0327392587684534
"LOC132746399" 80.8726248757508 -1.32407097715449 0.274295413322357 -4.82717141025767 1.38485920069931e-06 0.00299945115547018
"LOC132746437" 128.099938520346 -0.682260463519573 0.16903272307079 -4.03626263083892 5.43094191282372e-05 0.0267386547625512
"LOC132746691" 29.241347755776 4.59837266260692 0.96416029483389 4.76930307879889 1.84864353677765e-06 0.00359672823670193
"LOC132746792" 60.5513968574354 -1.14136878979916 0.235493988077565 -4.84670033029985 1.25531823072908e-06 0.00299945115547018
"LOC132747531" 11.9858824248679 -2.90580377921762 0.742513249720872 -3.91347060851774 9.09789787634699e-05 0.0334613817554022
"LOC132748111" 8.98312217225349 3.172869555102 0.785974438282584 4.03686099771256 5.41711430047087e-05 0.0267386547625512
"LOC132748662" 17.7027611521786 -2.73616399786179 0.722490664635222 -3.78712713089967 0.000152399135489961 0.0443390499717285
